container_id,container_name,slot,item_id,item_name,item_name_log,count,status,rank,augments,extdata
8,wardrobe,41,13275,Arachne Obi,Arachne obi,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,43,12515,Gallant Coronet,gallant coronet,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,44,11741,Sentry Belt,sentry belt,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,45,13690,Forager's Mantle,forager's mantle,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,46,15965,Ethereal Earring,ethereal earring,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,48,16212,Cerberus Mantle,Cerberus mantle,1,0,,,000000000000000000000000006A7ACAD000000000000000
8,wardrobe,49,13591,Behemoth Mantle,behemoth mantle,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,53,14631,Vulcan's Ring,Vulcan's ring,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,60,13106,Ryl.Grd. Collar,Royal Guard's collar,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,61,15884,Potent Belt,potent belt,1,0,,,000000000000000000000000000000000000000000000000
8,wardrobe,77,13722,Ryl.Kgt. Aketon,Royal Knight's aketon,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,1,26420,Adapa Shield,Adapa shield,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,2,20900,Meekculler,Meekculler,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,3,12755,Elvaan Gloves,Elvaan gloves,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,4,26490,Ark Shield,ark shield,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,5,21883,Shining One,Shining One,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,6,11538,Nexus Cape,nexus cape,1,0,,,01010088C273DB2600000000000000000000000000000000
10,wardrobe2,7,16120,Redeyes,redeyes,1,0,,,01010088FED69B2600000000000000000000000000000000
10,wardrobe2,8,21038,Senkuto,Senkuto,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,9,27556,Echad Ring,echad ring,1,0,,,010100C8A0F0692600000000000000000000000000000000
10,wardrobe2,10,13495,San d'Orian Ring,San d'Orian ring,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,11,25555,Ratri Sallet,Ratri sallet,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,12,28632,Cornflower Cape,cornflower cape,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,13,28605,Samanisi Cape,samanisi cape,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,14,21963,Beryllium Tachi,beryllium tachi,1,5,,,000000000000000000000000000000000000000000000000
10,wardrobe2,15,12633,Elvaan Jerkin,Elvaan jerkin,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,16,26215,Menelaus's Ring,Menelaus's ring,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,17,28548,Barataria Ring,barataria ring,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,18,21021,Umaru,Umaru,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,19,12885,Elv. M Chausses,Elvaan M chausses,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,20,21159,Marin Staff,marin staff,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,21,22213,Enki Strap,Enki strap,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,22,15543,Rajas Ring,rajas ring,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,23,26026,Shulmanu Collar,Shulmanu collar,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,24,25601,Blistering Sallet,blistering sallet,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,25,11992,Warlock's Torque,warlock's torque,1,0,,MND+1;Mag. Acc.+1,024300000000050223004C91000000000000000000000000
10,wardrobe2,26,14657,Dcl.Grd. Ring,Ducal Guard's ring,1,0,,,010500805F31361E00000000000000000000000000000000
10,wardrobe2,27,19611,Anarchy +2,anarchy +2,1,0,,Delay:+60;TP Bonus +1000,02430000F1DA61990000628A000000000000000000000000
10,wardrobe2,28,28648,Priwen,Priwen,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,29,25920,Ahosi Leggings,ahosi leggings,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,30,21687,Takoba,Takoba,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,31,22056,Gozuki Mezuki,Gozuki Mezuki,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,32,16995,Rotten Meat,piece of rotten meat,11,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,33,22054,Grioavolr,Grioavolr,1,0,,"Enh. Mag. eff. dur. +8;MP+25;Mag. Acc.+20;""Mag.Atk.Bns.""+25",0203E03C09C0239885C00000000000000000000000000000
10,wardrobe2,34,13006,Elv. M Ledelsens,Elvaan M ledelsens,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,35,20756,Soulcleaver,Soulcleaver,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,36,22270,Expeditious Pinion,expeditious pinion,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,37,27614,Xucau Mantle,xucau mantle,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,38,12158,Ebur Harness,ebur harness,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,39,25490,Ninja Nodowa +1,ninja nodowa +1,1,0,18,Path: A,03830000080CC802D3000000006B69C30A69CBD940000000
10,wardrobe2,40,28437,Flume Belt +1,flume belt +1,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,41,11762,Shadow Belt,shadow belt,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,42,27587,Karieyh Ring,Karieyh ring,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,43,28368,Ygnas's Resolve +1,Ygnas's Resolve +1,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,44,28540,Warp Ring,warp ring,1,5,,,0101008807173A2D9F143A2D000000000000000000000000
10,wardrobe2,45,25757,Wyrmking Suit +1,wyrmking suit +1,1,0,,,010100881AC2822300000000000000000000000000000000
10,wardrobe2,46,25658,Wyrm. Masque +1,wyrmking masque +1,1,0,,,0101008814C2822300000000000000000000000000000000
10,wardrobe2,47,17395,Lugworm,lugworm,90,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,48,21090,Loxotic Mace,loxotic mace,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,49,22040,Daybreak,Daybreak,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,50,21754,Aganoshe,Aganoshe,1,0,,STR+15;Accuracy+2;Attack+27;DMG:+29,02030072170819D02DE00000000000000000000000000000
10,wardrobe2,51,26696,Pixie Hairpin +1,pixie hairpin +1,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,52,23756,Gleti's Mask,Gleti's mask,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,53,23763,Gleti's Cuirass,Gleti's cuirass,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,54,23770,Gleti's Gauntlets,Gleti's gauntlets,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,55,23777,Gleti's Breeches,Gleti's breeches,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,56,23784,Gleti's Boots,Gleti's boots,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,57,20890,Anguta,Anguta,1,0,7,Path: A,0383000038041C0013010000000000000000000000000000
10,wardrobe2,58,25505,Beck. Earring +1,beckoner's earring +1,1,0,,System: 1 ID: 1676 Val: 0;Pet: Accuracy+11 Pet: Rng. Acc.+11;Pet: Mag. Acc.+11;Damage taken-3%,02038C066050645047100000000000000000000000000000
10,wardrobe2,59,17384,Carbon Fish. Rod,carbon fishing rod,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,60,27147,Redan Gloves,redan gloves,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,68,17400,Sinking Minnow,sinking minnow,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,69,10253,Decennial Coat +1,decennial coat +1,1,0,,,010100C8B9A3532600000000000000000000000000000000
10,wardrobe2,70,10595,Decennial Tights +1,decennial tights +1,1,0,,,010100881B403A2D00000000000000000000000000000000
10,wardrobe2,71,11853,Novennial Coat,novennial coat,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,72,17407,Minnow,minnow,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,73,11956,Novennial Hose,novennial hose,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,74,10432,Decennial Crown +1,decennial crown +1,1,0,,,010100C8AEA3532600000000000000000000000000000000
10,wardrobe2,75,16378,Dinner Hose,dinner hose,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,76,11355,Dinner Jacket,dinner jacket,1,0,,,000000000000000000000000000000000000000000000000
10,wardrobe2,78,26546,Moogle Shirt,moogle shirt,1,0,,,010100885451522600000000000000000000000000000000
11,wardrobe3,1,20605,Odium,Odium,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,2,23410,Mochi. Hatsuburi +3,mochizuki hatsuburi +3,1,0,,"Enhances ""Yonin"" and ""Innin"" effect",024300000000780500005695000000000000000000000000
11,wardrobe3,3,20677,Colada,Colada,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,4,21637,Sakpata's Sword,Sakpata's sword,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,5,28633,Gunslinger's Cape,gunslinger's cape,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,6,21363,Hasty Pinion +1,hasty pinion +1,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,7,26176,Dim. Ring (Holla),dimensional ring (Holla),1,0,,,010100C8731EE52600000000000000000000000000000000
11,wardrobe3,8,27644,Blurred Shield +1,blurred shield +1,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,9,26258,Andartia's Mantle,Andartia's mantle,1,0,,"DEX+20;Accuracy+20 Attack+20;DEX+1;""Dbl.Atk.""+10;Damage taken-2%",0203019A449801028F484708000000000000000000000000
11,wardrobe3,10,26208,Jhakri Ring,jhakri ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,11,27514,Empath Necklace,empath necklace,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,12,21635,Malignance Sword,malignance sword,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,13,22297,Aurgelmir Orb,Aurgelmir orb,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,14,23606,Fall. Flanchard +3,fallen's flanchard +3,1,0,,"Enhances ""Muted Soul"" effect",0243000000005C0500009395000000000000000000000000
11,wardrobe3,15,26259,Brigantia's Mantle,Brigantia's mantle,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,16,23539,Fall. Fin. Gaunt. +3,fallen's finger gauntlets +3,1,0,,"Enhances ""Diabolic Eye"" effect",0243000000005B0500007D95000000000000000000000000
11,wardrobe3,17,27630,Thuellaic Ecu +1,thuellaic ecu +1,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,18,23678,Mochi. Kyahan +3,mochizuki kyahan +3,1,0,,Enh. Ninj. Mag. Acc/Cast Time Red.,0243000000007B050000AE95000000000000000000000000
11,wardrobe3,19,25883,Jhakri Slops +2,jhakri slops +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,20,22206,Gracile Grip,gracile grip,1,5,,,000000000000000000000000000000000000000000000000
11,wardrobe3,21,21564,Kaja Knife,kaja knife,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,22,21227,Hangaku-no-Yumi,Hangaku-no-Yumi,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,23,27230,Zoar Subligar,zoar subligar,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,24,27548,Odnowa Earring,odnowa earring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,25,27541,Cessance Earring,cessance earring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,26,28549,Enlivened Ring,enlivened ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,27,22253,Falcon Eye,falcon eye,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,28,25795,Ayanmo Corazza +2,ayanmo corazza +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,29,25798,Mummu Jacket +2,Mummu jacket +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,30,25832,Jhakri Cuffs +2,jhakri cuffs +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,31,21431,Coiste Bodhar,Coiste Bodhar,1,5,12,Path: A,03830000CC053001CB010000000000000000000000000000
11,wardrobe3,32,21621,Naegling,Naegling,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,33,27574,Shiva Ring,Shiva ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,34,27574,Shiva Ring,Shiva ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,36,28415,Eschan Stone,eschan stone,1,5,,,000000000000000000000000000000000000000000000000
11,wardrobe3,37,25716,Odyss. Chestplate,odyssean chestplate,1,0,,"""Mag.Atk.Bns.""+7;""Fast Cast""+4",020385308C18000000000000000000000000000000000000
11,wardrobe3,38,27555,Warden's Ring,warden's ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,39,28582,Locus Ring,locus ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,40,27138,Odyssean Gauntlets,odyssean gauntlets,1,0,,Accuracy+11 Attack+11;Weapon skill damage +4%;MND+1;Accuracy+13;Attack+11,020344504719050217601950000000000000000000000000
11,wardrobe3,41,25840,Odyssean Cuisses,odyssean cuisses,1,0,,"""Mag.Atk.Bns.""+16;""Fast Cast""+4;MND+1",020385788C18050200000000000000000000000000000000
11,wardrobe3,43,26246,Cichol's Mantle,Cichol's mantle,1,0,,"STR+20;Accuracy+20 Attack+20;""Dbl.Atk.""+10",0203009A449800008F480000000000000000000000000000
11,wardrobe3,44,26211,Flamma Ring,flamma ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,45,20702,Emissary,emissary,1,0,15,DMG:+15;Accuracy+15;Attack+15,02233C00AAFB1C0E0C0E080E000000000000000000000000
11,wardrobe3,46,27494,Odyssean Greaves,odyssean greaves,1,0,,"""Fast Cast""+4;CHR+1;""Mag.Atk.Bns.""+14",02038C180602856800000000000000000000000000000000
11,wardrobe3,47,28514,Friomisi Earring,friomisi earring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,48,25720,Chironic Doublet,chironic doublet,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,49,26080,Mache Earring,mache earring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,51,26107,Thrud Earring,Thrud earring,1,5,,,000000000000000000000000000000000000000000000000
11,wardrobe3,52,11697,Moonshade Earring,moonshade earring,1,0,,Attack+4;TP Bonus +250,020319186121000000000000000000000000000000000000
11,wardrobe3,53,11672,Mujin Band,mujin band,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,54,25953,Flam. Gambieras +2,flamma gambieras +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,55,27523,Caro Necklace,caro necklace,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,56,26206,Hizamaru Ring,Hizamaru ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,57,25855,Tatena. Haidate,tatenashi haidate,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,58,11761,Light Belt,light belt,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,60,25948,Hiza. Sune-Ate +2,Hizamaru sune-ate +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,61,11651,Epona's Ring,Epona's ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,62,25569,Flam. Zucchetto +2,flamma zucchetto +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,63,25881,Hiza. Hizayoroi +2,Hizamaru hizayoroi +2,1,5,,,000000000000000000000000000000000000000000000000
11,wardrobe3,64,25459,Abyssal Beads,abyssal bead necklace,1,0,15,Path: A,03830000500F3C02CE000000000000000000000000000000
11,wardrobe3,65,10297,Sortiarius Earring,sortiarius earring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,66,26029,Anu Torque,Anu torque,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,67,26400,Culminus,culminus,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,68,25829,Meg. Gloves +2,meghanada gloves +2,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,69,20516,Denouements,Denouements,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,70,26333,Ioskeha Belt,ioskeha belt,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,71,26172,Begrudging Ring,begrudging ring,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,72,21580,Lanun Knife,lanun knife,1,0,13,Path: C,03830000520AB4022A000000005BF3000000000000000000
